"kategorie nieliczbowe";"campaign";"contact";"default";"education";"job";"marital";"month";"pdays";"poutcome";"previous";"Rok";"przedzial_czas rozmowy";"przedzial_wiek";"przedzial_emp.var.rate";"przedzial_cons.price.idx";"przedzial_cons.conf.idx";"przedzial_euribor3m";"przedzial_nr.employed";"y"
"retired";3.0;"telephone";"no";"basic.4y";"retired";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"management";7.0;"telephone";"no";"university.degree";"management";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";2.0;"telephone";"no";"high.school";"admin.";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"entrepreneur";1.0;"telephone";"no";"university.degree";"entrepreneur";"married";"apr";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"technician";2.0;"telephone";"no";"university.degree";"technician";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"retired";1.0;"telephone";"no";"basic.4y";"retired";"married";"nov";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(57.5-71]'";;"'(92.628667-93.056333]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";3.0;"telephone";"no";"university.degree";"admin.";"married";"apr";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"retired";4.0;"telephone";"no";"basic.4y";"retired";"married";"apr";999.0;"nonexistent";0.0;2009;"'(1229.5-2459]'";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"retired";1.0;"telephone";"no";"professional.course";"retired";"married";"nov";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(57.5-71]'";;"'(92.628667-93.056333]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";2.0;"telephone";"no";"professional.course";"technician";"married";"sep";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(-inf-92.628667]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";4.0;"telephone";"no";"university.degree";"admin.";"married";"jul";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(57.5-71]'";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"yes"
"admin.";2.0;"telephone";"no";"university.degree";"admin.";"married";"sep";999.0;"nonexistent";0.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"telephone";"no";"university.degree";"admin.";"married";"sep";999.0;"nonexistent";0.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"telephone";"no";"university.degree";"admin.";"single";"oct";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";3.0;"telephone";"no";"unknown";"admin.";"single";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";1.0;"telephone";"no";"high.school";"admin.";"single";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";4.0;"telephone";"no";"professional.course";"admin.";"single";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";1.0;"telephone";"no";"university.degree";"admin.";"single";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"technician";2.0;"telephone";"no";"university.degree";"technician";"single";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";3.0;"telephone";"no";"basic.9y";"blue-collar";"single";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";2.0;"telephone";"no";"university.degree";"admin.";"single";"apr";999.0;"nonexistent";0.0;2009;"0-1229.5";"0-30.5";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"admin.";1.0;"telephone";"no";"university.degree";"admin.";"single";"oct";999.0;"nonexistent";0.0;2009;"0-1229.5";"0-30.5";;"'(-inf-92.628667]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"student";1.0;"telephone";"no";"high.school";"student";"single";"aug";999.0;"nonexistent";0.0;2010;"0-1229.5";"0-30.5";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"telephone";"no";"basic.9y";"admin.";"single";"apr";999.0;"nonexistent";0.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"student";1.0;"telephone";"no";"high.school";"student";"single";"aug";999.0;"nonexistent";0.0;2011;"0-1229.5";"0-30.5";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"telephone";"no";"basic.9y";"admin.";"single";"apr";999.0;"nonexistent";0.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"telephone";"no";"basic.4y";"retired";"divorced";"sep";6.0;"success";2.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"telephone";"no";"basic.4y";"retired";"divorced";"sep";6.0;"success";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"telephone";"no";"university.degree";"admin.";"married";"dec";6.0;"success";2.0;2009;"0-1229.5";"'(44-57.5]'";"<21959.5";"'(92.628667-93.056333]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"telephone";"no";"university.degree";"admin.";"married";"aug";6.0;"success";2.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"telephone";"no";"university.degree";"admin.";"married";"aug";6.0;"success";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";6.0;"telephone";"unknown";"university.degree";"management";"divorced";"apr";999.0;"failure";1.0;2009;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"unemployed";1.0;"telephone";"unknown";"professional.course";"unemployed";"married";"sep";6.0;"failure";2.0;2010;"'(1229.5-2459]'";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";1.0;"telephone";"unknown";"professional.course";"unemployed";"married";"sep";6.0;"failure";2.0;2011;"'(1229.5-2459]'";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"blue-collar";2.0;"telephone";"unknown";"basic.4y";"blue-collar";"divorced";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";;"'(5161.975-inf)'";"yes"
"blue-collar";6.0;"telephone";"unknown";"basic.9y";"blue-collar";"divorced";"may";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";;"'(5161.975-inf)'";"yes"
"technician";1.0;"telephone";"unknown";"professional.course";"technician";"divorced";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";12.0;"telephone";"unknown";"basic.4y";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";15.0;"telephone";"unknown";"basic.4y";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"technician";1.0;"telephone";"unknown";"basic.6y";"technician";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";2.0;"telephone";"unknown";"basic.9y";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"management";1.0;"telephone";"unknown";"basic.9y";"management";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"housemaid";3.0;"telephone";"unknown";"high.school";"housemaid";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(57.5-71]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"services";3.0;"telephone";"unknown";"high.school";"services";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"management";1.0;"telephone";"unknown";"basic.4y";"management";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"self-employed";1.0;"telephone";"unknown";"basic.6y";"self-employed";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";;"'(5161.975-inf)'";"yes"
"unemployed";1.0;"telephone";"unknown";"professional.course";"unemployed";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";;"'(5161.975-inf)'";"yes"
"technician";2.0;"telephone";"unknown";"unknown";"technician";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";;"'(5161.975-inf)'";"yes"
"blue-collar";2.0;"telephone";"unknown";"basic.4y";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"retired";1.0;"telephone";"unknown";"basic.4y";"retired";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(57.5-71]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";6.0;"telephone";"unknown";"basic.6y";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"services";4.0;"telephone";"unknown";"basic.6y";"services";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";4.0;"telephone";"unknown";"basic.9y";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";1.0;"telephone";"unknown";"unknown";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"entrepreneur";2.0;"telephone";"unknown";"basic.4y";"entrepreneur";"married";"may";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"retired";1.0;"telephone";"unknown";"basic.4y";"retired";"married";"may";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";2.0;"telephone";"unknown";"basic.9y";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"retired";1.0;"telephone";"unknown";"professional.course";"retired";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(57.5-71]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"technician";2.0;"telephone";"unknown";"professional.course";"technician";"married";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";9.0;"telephone";"unknown";"basic.4y";"admin.";"married";"jun";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";1.0;"telephone";"unknown";"basic.4y";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";1.0;"telephone";"unknown";"basic.4y";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";2.0;"telephone";"unknown";"basic.4y";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";2.0;"telephone";"unknown";"basic.6y";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";2.0;"telephone";"unknown";"basic.9y";"blue-collar";"married";"jul";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";2.0;"telephone";"unknown";"basic.9y";"admin.";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";3.0;"telephone";"unknown";"basic.9y";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"services";1.0;"telephone";"unknown";"high.school";"services";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";2.0;"telephone";"unknown";"professional.course";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";4.0;"telephone";"unknown";"high.school";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"services";3.0;"telephone";"unknown";"high.school";"services";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";1.0;"telephone";"unknown";"basic.6y";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";2.0;"telephone";"unknown";"basic.6y";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";2.0;"telephone";"unknown";"basic.9y";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";13.0;"telephone";"unknown";"unknown";"blue-collar";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"unknown";1.0;"telephone";"unknown";"unknown";"unknown";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(57.5-71]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";3.0;"telephone";"unknown";"basic.6y";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";1.0;"telephone";"unknown";"basic.6y";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"entrepreneur";1.0;"telephone";"unknown";"university.degree";"entrepreneur";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";2.0;"telephone";"unknown";"unknown";"blue-collar";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"management";9.0;"telephone";"unknown";"unknown";"management";"married";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"unemployed";1.0;"telephone";"unknown";"university.degree";"unemployed";"married";"jun";999.0;"nonexistent";0.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";1.0;"telephone";"unknown";"university.degree";"unemployed";"married";"jun";999.0;"nonexistent";0.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"blue-collar";3.0;"telephone";"unknown";"basic.9y";"blue-collar";"single";"may";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";1.0;"telephone";"unknown";"high.school";"admin.";"single";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";1.0;"telephone";"unknown";"university.degree";"blue-collar";"single";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";1.0;"telephone";"unknown";"university.degree";"admin.";"single";"may";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";3.0;"telephone";"unknown";"basic.9y";"blue-collar";"single";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"unemployed";2.0;"telephone";"unknown";"high.school";"unemployed";"single";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"technician";1.0;"telephone";"unknown";"university.degree";"technician";"single";"may";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";1.0;"telephone";"unknown";"basic.4y";"blue-collar";"single";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"technician";4.0;"telephone";"unknown";"professional.course";"technician";"single";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"services";2.0;"telephone";"unknown";"university.degree";"services";"single";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"student";1.0;"telephone";"unknown";"university.degree";"student";"single";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"admin.";1.0;"telephone";"unknown";"university.degree";"admin.";"single";"jun";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(94.339333-inf)'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
